ResidentDate,temperature_max,temperature_min,precipitation,event_type
13/11/2021,29.3,24.6,0.8,None
14/11/2021,29.2,24.4,11.6,Sunday
15/11/2021,27.7,23.9,7,None
16/11/2021,29,23.4,10.4,None
17/11/2021,28.4,24,13.9,None
18/11/2021,26.6,23.4,62.2,None
19/11/2021,28.5,25.1,8,Holiday
20/11/2021,28.3,24.6,12.6,None
21/11/2021,29.2,23.5,5.8,Sunday
22/11/2021,28.3,24.1,11.8,None
23/11/2021,29.7,23.9,1.3,None
24/11/2021,29.7,24.5,0.6,Holiday
25/11/2021,28.5,23.8,34.3,None
26/11/2021,26.6,24.5,40.3,None
27/11/2021,26.4,23.9,29.7,None
28/11/2021,26.4,23.7,30.2,Sunday
29/11/2021,27.4,23.7,27.5,Holiday
30/11/2021,26.9,23.9,6.6,None
1/12/2021,28.7,22.7,3.9,None
2/12/2021,28.9,24.4,0.3,None
3/12/2021,29.4,22.4,0,None
4/12/2021,30.1,21.5,0,None
5/12/2021,30.4,22.9,0.7,Sunday
6/12/2021,29.5,23.7,0.6,Holiday
7/12/2021,29.5,23.4,0.2,None
8/12/2021,29.2,24.3,1.2,None
9/12/2021,28.8,25.1,1.4,None
10/12/2021,29.2,24.7,3.1,None
11/12/2021,28.5,23.6,7.2,None
12/12/2021,27.9,22.6,10.1,Sunday
13/12/2021,27.6,22.3,4.5,None
14/12/2021,28.2,23.6,6.1,None
15/12/2021,28.2,25,0,None
16/12/2021,28.2,24.4,0,None
17/12/2021,28,22.5,0,None
18/12/2021,27.8,21.7,0,None
19/12/2021,27.8,21.3,0,Sunday
20/12/2021,27.9,22.9,0,None
21/12/2021,28.3,20.9,0,Holiday
22/12/2021,27.8,19.8,0,None
23/12/2021,27.6,18.3,0,None
24/12/2021,27.6,18.3,0,Holiday
25/12/2021,27.4,19.3,0,Holiday
26/12/2021,27.9,19.9,0,Sunday
27/12/2021,29.1,20.9,0,None
28/12/2021,27,21.9,1,None
29/12/2021,28.3,21.9,0.8,None
30/12/2021,26.7,22.3,11.7,None
31/12/2021,26.1,22.5,17.3,Holiday
1/01/2022,27,22.7,8.6,Holiday
2/01/2022,27.9,23.9,0.9,Covid_Wave
3/01/2022,27.7,23.8,0,Covid_Wave
4/01/2022,27.2,22.4,0,Covid_Wave
5/01/2022,28,21.5,0.1,Covid_Wave
6/01/2022,28.2,21.5,0.1,Covid_Wave
7/01/2022,27.3,22.1,2.5,Covid_Wave
8/01/2022,27.8,22.5,0.4,Covid_Wave
9/01/2022,28.1,22.3,0,Holiday
10/01/2022,28.5,21.8,0,Covid_Wave
11/01/2022,28.7,23.2,0.2,Covid_Wave
12/01/2022,28.8,22.6,2.3,Covid_Wave
13/01/2022,28.5,23,1.3,Holiday
14/01/2022,27.2,22.7,1.9,Holiday
15/01/2022,27.4,22.9,3.6,Covid_Wave
16/01/2022,28,22.1,1.4,Covid_Wave
17/01/2022,27.6,22.6,3.2,Covid_Wave
18/01/2022,27.1,23.1,0.9,Covid_Wave
19/01/2022,28.3,20.9,0,Covid_Wave
20/01/2022,28.6,20.1,0,Covid_Wave
21/01/2022,28.9,20.4,0,Covid_Wave
22/01/2022,28.9,21.9,0,Covid_Wave
23/01/2022,30.5,23.9,0.5,Covid_Wave
24/01/2022,29.7,24.5,2.1,Covid_Wave
25/01/2022,28.6,22.5,1.2,Covid_Wave
26/01/2022,28,22.2,0.1,Holiday
27/01/2022,27.9,23.4,0.8,Covid_Wave
28/01/2022,28.2,22.5,0.8,Covid_Wave
29/01/2022,27.5,24.6,0.5,Covid_Wave
30/01/2022,28.6,24.1,0.2,Covid_Wave
31/01/2022,28.8,21.7,0,Covid_Wave
1/02/2022,28.1,21.1,0,Holiday
2/02/2022,27.8,19.4,0,Covid_Wave
3/02/2022,28.1,20.2,0,Covid_Wave
4/02/2022,30.5,21.9,0,Covid_Wave
5/02/2022,29,22.8,0.5,Holiday
6/02/2022,28.3,24.2,0.9,Covid_Wave
7/02/2022,28.8,22,0,Covid_Wave
8/02/2022,28.4,21.3,0,Covid_Wave
9/02/2022,28.5,23.4,0,Covid_Wave
10/02/2022,29.4,22.6,0,Covid_Wave
11/02/2022,29.5,22.9,0,Covid_Wave
12/02/2022,29.1,23,0,Covid_Wave
13/02/2022,29.2,23.3,0.1,Covid_Wave
14/02/2022,28,23.2,2,Holiday
15/02/2022,28.6,22.7,0,Holiday
16/02/2022,28.7,21.3,0,Holiday
17/02/2022,28.8,21.7,0.1,Covid_Wave
18/02/2022,29.4,24.3,0,Covid_Wave
19/02/2022,29.3,22.6,0,Holiday
20/02/2022,29.7,21.6,0,Covid_Wave
21/02/2022,31.6,21.9,0,Covid_Wave
22/02/2022,30.1,23,0,Covid_Wave
23/02/2022,29.9,24.8,0,Covid_Wave
24/02/2022,29.9,22.9,0.1,Covid_Wave
25/02/2022,29.4,21.2,0,Covid_Wave
26/02/2022,30,22,0.1,Holiday
27/02/2022,29.8,23.3,0,Covid_Wave
28/02/2022,30.3,22.5,0,Covid_Wave
1/03/2022,32.3,22.1,0,Holiday
2/03/2022,30.7,20.2,0,None
3/03/2022,30.3,22.3,0.1,None
4/03/2022,30.4,24.1,0.3,None
5/03/2022,30.8,24.9,0,None
6/03/2022,28.9,25.2,0.2,Sunday
7/03/2022,30.1,25.2,0,None
8/03/2022,30.9,22.1,0,None
9/03/2022,31.1,21.6,0,None
10/03/2022,30.7,21.8,0,None
11/03/2022,30.6,21.9,0,None
12/03/2022,31.4,22.2,0,None
13/03/2022,31.9,21.8,0,Sunday
14/03/2022,32.5,22.1,0,None
15/03/2022,32.8,22.7,0,None
16/03/2022,32.6,22.7,0,None
17/03/2022,32.5,22.7,0,Holiday
18/03/2022,32.2,23.7,0,Holiday
19/03/2022,32.9,25.4,0,None
20/03/2022,33.6,26.1,4.8,Holiday
